@relation train

@attribute att1 numeric
@attribute att2 {False,True}
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 {Centrum,Sołacz,Naramowice,Wilda,Grunwald,Nowe,Starołęka,Winogrady,Rataje,Zawady,Malta,Komandoria,Podolany,Dębiec,Piątkowo,Świerczewo,Jeżyce,Chwaliszewo,Lazarz,Komorniki,Stare,Wilczak,Ogrody,Garbary,Śródka,Bonin,Żegrze,Dąbrowskiego,Plewiska,Górczyn,Winiary,Dolna,Kopernika,Suchy,Lawica,Głuszyna,Szczepankowo,Smochowice,Strzeszyn,Kobylepole,Antoninek,Morasko,Piatkowo,Nadolnik}
@attribute att6 numeric

@data
237000,True,2,10,Górczyn,38
315000,True,2,2,Zawady,52
379999,True,3,2,Wilda,67
279000,True,2,1,Naramowice,52
250000,True,2,4,Rataje,44
620000,True,3,2,Naramowice,98
450000,True,3,5,Grunwald,60
290000,True,2,2,Dębiec,40
393599,True,2,6,Winogrady,49
289000,True,2,2,Nowe,48
240000,True,2,8,Dębiec,37
420000,True,2,5,Rataje,63
800000,True,3,3,Chwaliszewo,70
285000,True,2,2,Lazarz,52
495000,True,3,0,Centrum,63
289575,True,2,0,Jeżyce,43
259000,True,2,5,Grunwald,46
265000,True,2,4,Grunwald,43
495000,True,5,1,Naramowice,98
275000,True,2,0,Naramowice,50
320000,True,2,3,Chwaliszewo,56
360000,True,2,5,Grunwald,41
360000,True,2,0,Winogrady,48
750000,True,4,0,Kobylepole,105
260000,True,2,0,Rataje,46
260000,True,3,4,Centrum,44
1050000,True,5,2,Centrum,161
379000,True,2,0,Nowe,56
560000,True,2,8,Grunwald,55
335400,True,2,1,Lazarz,51
290000,True,2,5,Winogrady,42
235000,True,2,3,Winogrady,38
300000,True,2,4,Winogrady,53
399000,True,3,1,Winiary,66
830000,True,3,1,Grunwald,91
385500,True,2,6,Dębiec,38
199000,True,5,0,Sołacz,129
295000,True,2,4,Stare,33
370000,True,4,11,Rataje,74
335000,True,3,1,Piątkowo,63
350000,True,3,7,Piątkowo,63
380000,True,3,1,Lazarz,98
184000,True,2,0,Grunwald,34
855000,True,4,5,Jeżyce,96
215000,True,2,0,Wilda,36
495000,True,4,1,Naramowice,98
250000,True,2,5,Nowe,50
275000,True,3,7,Wilda,53
409000,True,3,1,Malta,61
200000,True,2,0,Głuszyna,52
299000,True,3,3,Wilda,66
490000,True,4,3,Sołacz,83
245000,True,2,0,Stare,44
950000,True,3,4,Nowe,99
355000,True,2,3,Nowe,50
380000,True,3,3,Lazarz,95
525000,True,4,3,Jeżyce,104
400000,True,2,3,Naramowice,50
248000,True,2,10,Grunwald,42
380000,True,3,0,Centrum,55
453600,True,2,3,Naramowice,56
290000,True,2,3,Winogrady,37
690000,True,4,5,Grunwald,107
350000,True,3,6,Jeżyce,64
340000,True,4,3,Winogrady,65
345000,True,3,1,Rataje,78
395000,True,3,10,Piątkowo,67
495000,True,5,1,Naramowice,98
269000,True,2,3,Grunwald,47
257000,True,2,12,Winogrady,46
516000,True,3,3,Naramowice,75
285000,True,2,4,Naramowice,42
354000,True,3,1,Naramowice,60
345000,True,2,0,Centrum,42
550000,True,2,1,Naramowice,57
670000,True,4,3,Grunwald,81
659000,True,5,0,Podolany,135
925000,True,5,1,Stare,105
510000,True,5,1,Naramowice,98
350000,True,3,3,Jeżyce,70
345000,True,3,1,Winogrady,50
279000,True,2,0,Piątkowo,48
535000,True,2,2,Stare,55
350000,True,2,1,Rataje,54
349000,True,3,3,Rataje,63
250000,True,2,3,Wilda,39
270000,True,2,10,Nowe,48
285000,True,2,0,Lazarz,49
999000,True,3,4,Nowe,99
425000,True,3,1,Piątkowo,74
479000,True,3,1,Naramowice,66
360000,True,3,0,Wilda,112
495000,True,3,1,Lazarz,64
599000,True,3,3,Grunwald,60
390000,True,3,2,Podolany,68
450000,True,4,1,Grunwald,101
313000,True,2,4,Piątkowo,49
338000,True,3,3,Wilda,63
285000,True,2,11,Winogrady,47
270000,True,2,0,Grunwald,42
360000,True,4,4,Jeżyce,60
399000,True,2,3,Centrum,60
619000,True,3,5,Jeżyce,69
330000,True,2,1,Jeżyce,53
1612000,True,7,5,Jeżyce,166
399000,True,3,3,Centrum,50
365000,True,2,1,Stare,50
450000,True,3,0,Grunwald,75
288000,True,3,4,Winogrady,47
240000,True,2,16,Rataje,36
326000,True,2,0,Jeżyce,55
250000,True,2,4,Zawady,66
288000,True,2,4,Naramowice,44
289000,True,2,7,Winiary,49
515000,True,3,0,Rataje,69
428000,True,3,3,Centrum,43
510000,True,5,1,Naramowice,98
320000,True,2,2,Piątkowo,48
659200,True,4,3,Lazarz,103
499000,True,5,0,Grunwald,130
240000,True,2,2,Dębiec,48
495000,True,4,1,Naramowice,98
320000,True,3,0,Rataje,56
430000,True,3,2,Rataje,64
409000,True,5,4,Winogrady,64
415000,True,3,4,Lazarz,53
359000,True,3,2,Rataje,65
410000,True,2,5,Rataje,53
479000,True,3,3,Nowe,83
365000,True,4,3,Grunwald,68
369000,True,2,3,Grunwald,64
259000,True,2,2,Nowe,42
250000,True,3,4,Dębiec,45
299000,True,2,4,Nowe,47
430000,True,2,1,Centrum,72
275000,True,2,0,Dębiec,50
950000,True,3,4,Nowe,99
329000,True,3,7,Rataje,78
380000,True,4,6,Piątkowo,73
299000,True,2,5,Centrum,49
265000,True,2,1,Wilda,44
370000,True,2,13,Rataje,48
370000,True,4,4,Piątkowo,76
379000,True,3,1,Piątkowo,78
299000,True,2,3,Grunwald,44
379999,True,2,5,Jeżyce,61
1000000,True,5,1,Jeżyce,128
549000,True,3,2,Jeżyce,106
335000,True,3,9,Nowe,65
489000,True,3,0,Jeżyce,65
379000,True,3,4,Rataje,63
245000,True,3,0,Grunwald,45
235000,True,2,0,Lazarz,52
295555,True,2,1,Jeżyce,45
224000,True,2,0,Górczyn,38
315000,True,2,2,Winogrady,38
429000,True,3,4,Nowe,79
595000,True,3,0,Naramowice,94
330000,True,3,0,Bonin,56
275000,True,2,13,Rataje,49
499000,True,4,2,Wilda,120
287000,True,2,10,Winogrady,46
280000,True,2,10,Piątkowo,46
273875,True,2,1,Górczyn,13
450000,True,3,0,Winogrady,70
325000,True,3,4,Jeżyce,64
299817,True,2,3,Górczyn,59
295000,True,2,2,Naramowice,58
380000,True,4,6,Piątkowo,73
399000,True,3,4,Winogrady,65
305000,True,3,3,Winogrady,48
220000,True,2,3,Jeżyce,37
285000,True,3,2,Antoninek,61
238000,True,2,2,Grunwald,37
200000,True,2,0,Rataje,30
298000,True,2,5,Centrum,50
391729,False,3,2,Winogrady,42
347090,False,3,2,Winogrady,41
285678,False,2,1,Winogrady,82
321656,False,2,4,Winogrady,38
312259,False,2,6,Winogrady,60
347090,False,3,1,Winogrady,90
355042,False,3,6,Jeżyce,96
496573,False,3,2,Stare,78
300680,False,2,2,Starołęka,54
395000,True,4,4,Piątkowo,90
771672,False,4,4,Górczyn,66
399000,True,4,1,Szczepankowo,60
340100,True,3,0,Szczepankowo,45
225228,False,2,5,Rataje,91
324387,False,2,9,Grunwald,49
362459,False,3,0,Starołęka,80
247705,False,2,1,Podolany,74
339000,True,3,8,Nowe,78
207000,True,2,2,Wilda,33
295000,True,2,4,Grunwald,50
324500,True,2,5,Wilda,65
429000,True,3,4,Wilda,47
399000,True,4,0,Szczepankowo,71
411804,True,3,1,Winogrady,42
282613,True,2,3,Winogrady,33
235399,True,2,1,Winogrady,59
265741,True,2,7,Winogrady,21
323340,True,3,3,Winogrady,89
293848,True,3,7,Winogrady,57
337303,True,4,2,Winogrady,17
470092,True,2,3,Centrum,21
310000,True,2,0,Wilda,53
365000,True,4,1,Nowe,54
259000,True,2,6,Winogrady,38
414225,True,3,3,Centrum,23
489000,True,3,3,Grunwald,104
350000,True,4,3,Grunwald,30
325000,True,2,3,Rataje,20
321845,False,3,1,Grunwald,55
248000,True,2,14,Rataje,49
286000,True,2,5,Centrum,64
399000,True,3,4,Piątkowo,16
289000,True,2,7,Winiary,80
329000,True,3,11,Winogrady,50
252723,False,2,1,Winogrady,43
300680,False,2,2,Starołęka,54
496573,False,3,2,Stare,78
392181,False,3,4,Winogrady,42
496573,False,3,2,Stare,78
412438,False,3,2,Naramowice,17
286000,True,2,5,Centrum,49
269000,True,2,9,Rataje,49
315000,True,2,1,Grunwald,61
318390,True,3,3,Jeżyce,48
242406,True,2,0,Jeżyce,36
296278,True,3,2,Stare,49
223747,True,2,0,Stare,37
388755,True,4,5,Winogrady,65
347095,True,3,1,Winogrady,57
269000,True,2,1,Ogrody,50
285000,True,2,9,Grunwald,50
114642,True,2,0,Lazarz,46
286000,True,2,5,Stare,64
333693,True,3,1,Jeżyce,68
435000,True,2,0,Świerczewo,60
320000,True,4,1,Jeżyce,40
395000,True,4,0,Grunwald,60
353457,True,2,3,Stare,44
267704,True,2,3,Grunwald,45
245831,True,2,2,Grunwald,40
391729,True,3,2,Winogrady,69
240875,True,2,7,Stare,39
424380,True,4,2,Nowe,74
282996,True,2,0,Nowe,55
285000,True,3,1,Rataje,48
284618,False,2,3,Nowe,55
512034,False,4,2,Winogrady,94
284618,False,2,3,Nowe,55
255404,False,2,6,Jeżyce,12
315810,False,3,8,Winogrady,20
282994,False,2,0,Starołęka,59
637135,False,3,7,Grunwald,65
754000,False,5,0,Morasko,42
336000,True,3,0,Szczepankowo,85
355000,True,2,3,Nowe,90
475000,True,3,0,Rataje,73
275000,True,3,4,Winogrady,60
275000,True,3,4,Winogrady,70
289000,True,2,7,Winogrady,80
315000,True,3,0,Rataje,63
260000,True,2,1,Lazarz,54
370000,True,4,4,Piątkowo,76
319990,True,2,3,Jeżyce,70
156085,False,2,3,Głuszyna,45
225228,False,2,5,Rataje,91
308237,False,2,1,Nowe,85
353275,False,2,14,Grunwald,74
228144,False,3,2,Głuszyna,56
156085,False,2,2,Głuszyna,45
353275,False,2,14,Grunwald,74
353275,False,2,14,Grunwald,74
156085,False,2,3,Głuszyna,45
156085,False,2,4,Nowe,54
267702,False,2,3,Grunwald,22
353275,False,2,14,Grunwald,74
247705,False,2,1,Podolany,74
315810,False,3,8,Winogrady,20
370000,True,4,4,Stare,60
265000,True,2,2,Stare,70
304140,False,3,3,Winogrady,27
394000,False,4,0,Szczepankowo,77
287882,False,2,1,Starołęka,85
729000,True,3,0,Rataje,20
445000,True,4,3,Piątkowo,65
339000,True,3,1,Wilda,90
382000,True,4,0,Piątkowo,74
335000,True,2,4,Jeżyce,35
258000,True,2,0,Plewiska,40
195000,True,2,1,Grunwald,31
229000,True,2,1,Grunwald,16
327000,True,3,1,Piątkowo,40
279000,True,3,1,Nowe,54
329000,True,3,1,Piątkowo,63
220000,True,2,3,Jeżyce,37
285000,True,3,2,Antoninek,61
286000,True,2,5,Stare,49
550000,True,3,1,Jeżyce,73
366770,True,3,1,Stare,58
392000,True,4,0,Piątkowo,74
504326,True,4,4,Stare,26
232408,True,2,1,Winogrady,37
247000,True,2,2,Jeżyce,38
318384,True,3,2,Jeżyce,48
371930,True,4,2,Jeżyce,57
347092,True,3,1,Winogrady,57
286445,True,2,2,Winogrady,49
254309,True,2,2,Stare,42
238950,True,2,4,Stare,39
442080,True,3,1,Nowe,68
319998,True,3,1,Nowe,14
404965,True,3,2,Nowe,63
336840,True,3,3,Nowe,14
380931,True,3,3,Nowe,83
341311,True,3,8,Grunwald,53
325000,True,2,0,Nowe,80
388000,True,2,1,Grunwald,33
219000,True,2,1,Grunwald,35
1007500,False,4,1,Starołęka,94
1203616,False,5,0,Starołęka,71
298980,False,2,5,Winogrady,30
281988,False,2,7,Naramowice,76
300680,False,2,2,Starołęka,54
288405,False,2,1,Górczyn,37
392861,False,3,2,Winogrady,42
298250,False,2,6,Grunwald,38
411684,False,3,3,Winogrady,17
349000,False,4,0,Szczepankowo,29
277823,False,2,2,Podolany,70
310020,False,3,4,Winogrady,67
424377,False,4,2,Starołęka,14
282944,False,2,0,Starołęka,59
392861,False,3,3,Naramowice,42
249733,False,2,0,Ogrody,54
282944,False,2,0,Starołęka,59
349668,False,2,2,Stare,15
294840,False,2,4,Winogrady,50
252723,False,2,1,Winogrady,43
399000,False,3,2,Winogrady,98
359600,False,3,5,Grunwald,58
245876,True,2,1,Jeżyce,38
329538,True,3,1,Jeżyce,50
286268,True,2,5,Winogrady,49
367000,True,3,1,Centrum,30
350000,True,3,1,Nowe,63
350000,True,2,1,Rataje,63
399000,True,3,5,Grunwald,98
429000,True,3,3,Centrum,102
267703,True,2,3,Grunwald,45
356251,True,3,14,Grunwald,57
225290,True,2,7,Rataje,39
333701,True,3,1,Jeżyce,68
368568,True,3,4,Jeżyce,68
285000,True,3,2,Antoninek,61
300000,True,2,9,Strzeszyn,45
299000,True,2,5,Centrum,50
249000,True,2,2,Grunwald,46
599000,True,4,5,Malta,84
250000,True,2,4,Wilda,54
341776,True,2,2,Stare,44
238000,True,2,13,Rataje,49
279000,True,3,1,Wilda,68
430000,True,2,3,Jeżyce,58
255000,True,2,1,Winogrady,38
360000,True,3,1,Grunwald,49
339000,True,2,1,Górczyn,45
855000,True,3,3,Centrum,90
1179000,True,3,2,Centrum,40
2700000,True,3,2,Centrum,90
1170000,True,3,3,Centrum,90
368712,True,2,2,Centrum,90
991380,True,4,1,Nowe,20
250000,True,2,3,Dębiec,53
249000,True,3,4,Rataje,53
350000,True,2,4,Jeżyce,56
285000,True,2,2,Centrum,52
285000,True,2,2,Lazarz,52
490000,True,4,2,Jeżyce,87
429000,True,4,2,Grunwald,92
211190,False,2,0,Podolany,78
375529,False,2,3,Centrum,71
225228,False,2,0,Rataje,71
991380,False,5,1,Starołęka,94
1156054,False,4,0,Stare,52
288000,True,2,4,Naramowice,44
820000,True,4,1,Grunwald,133
370000,True,4,4,Piątkowo,76
156085,False,2,0,Głuszyna,54
156085,False,2,0,Głuszyna,54
200460,False,2,0,Głuszyna,55
200460,False,2,0,Głuszyna,55
156085,False,2,0,Głuszyna,54
156085,False,2,0,Głuszyna,54
308237,False,2,1,Nowe,85
225288,False,2,9,Rataje,91
267702,False,2,3,Grunwald,22
364000,True,3,4,Nowe,90
280000,True,2,4,Winogrady,30
349000,True,4,0,Rataje,84
412000,True,4,0,Nowe,88
490000,True,3,4,Piątkowo,82
359602,True,3,5,Grunwald,58
333025,True,2,1,Stare,45
450000,True,2,3,Stare,62
248000,True,2,2,Winogrady,80
270000,True,3,10,Śródka,48
239000,True,2,11,Stare,38
225292,True,2,1,Rataje,39
290970,True,2,4,Górczyn,70
194500,True,2,3,Nowe,90
712980,True,4,3,Centrum,102
712980,True,5,2,Centrum,102
855000,True,3,2,Centrum,72
279000,True,2,6,Stare,49
313830,True,2,4,Jeżyce,55
325050,True,2,4,Jeżyce,25
240158,True,2,0,Stare,39
211190,True,2,0,Jeżyce,38
333690,True,3,2,Jeżyce,68
388751,True,4,5,Winogrady,65
347091,True,3,1,Winogrady,57
362450,True,3,1,Górczyn,90
225288.91,True,2,6,Rataje,91
225288.91,True,2,5,Rataje,91
225288.91,True,2,1,Rataje,91
392860.63,True,4,3,Winogrady,41
364762,True,4,4,Winogrady,89
316498,True,2,2,Centrum,77
442002,True,2,3,Centrum,73
276610,True,2,4,Centrum,80
316355,True,2,4,Centrum,67
280250,True,2,0,Górczyn,50
327127.5,True,2,0,Centrum,50
449000,False,5,0,Szczepankowo,68
225288,False,2,1,Rataje,91
286327,False,2,3,Naramowice,82
365690,False,4,2,Naramowice,50
389528,False,2,2,Stare,87
481903,False,3,2,Stare,53
349000,False,4,0,Szczepankowo,29
347090,False,3,2,Naramowice,41
534523,False,3,2,Stare,62
412670,False,3,1,Naramowice,17
285678,False,2,2,Naramowice,82
263000,True,2,0,Wilda,75
245000,True,2,2,Winogrady,20
232410,True,2,0,Stare,38
245488,True,2,0,Jeżyce,37
225288,True,2,7,Rataje,39
180000,True,3,2,Wilda,35
189000,True,2,4,Wilda,35
460499,True,3,1,Centrum,51
903965.44,True,4,0,Centrum,80
1366410,True,4,0,Centrum,71
285383,True,2,4,Winogrady,37
286091,True,2,3,Winogrady,49
347090,True,3,1,Winogrady,90
225288.91,True,2,7,Rataje,91
442150,True,2,2,Centrum,75
318000,True,4,8,Nowe,82
278047,False,2,3,Podolany,74
278047,False,2,4,Podolany,74
278047,False,2,4,Podolany,74
650958,False,4,5,Winogrady,51
290360,False,2,4,Górczyn,60
278047,False,2,4,Podolany,74
350875,False,3,1,Starołęka,97
350875,False,3,1,Starołęka,97
350875,False,3,1,Starołęka,97
350875,False,3,1,Starołęka,97
350875,False,3,1,Starołęka,97
350875,False,3,1,Starołęka,97
442080,False,3,1,Starołęka,65
460499,False,3,1,Stare,51
412670,False,3,1,Winogrady,17
357692,False,3,2,Starołęka,31
282994,False,2,0,Starołęka,59
211190,False,2,0,Piątkowo,78
252723,False,2,1,Winogrady,43
232408,False,2,0,Winogrady,79
349000,False,4,0,Szczepankowo,29
277823,False,2,2,Podolany,70
310020,False,3,4,Winogrady,67
249733,False,2,0,Ogrody,54
424377,False,4,2,Starołęka,14
282944,False,2,0,Starołęka,59
282944,False,2,0,Starołęka,59
347633,True,3,10,Grunwald,57
293436,True,2,1,Grunwald,50
247705,True,2,1,Jeżyce,50
398000,True,3,1,Jeżyce,72
570000,True,4,0,Jeżyce,90
285200,True,2,1,Stare,46
347100,True,3,1,Winogrady,57
223749,True,2,0,Stare,37
245880,True,2,1,Jeżyce,38
460050,True,3,5,Grunwald,74
329000,True,3,2,Piątkowo,40
279000,True,2,1,Stare,60
720000,True,4,7,Jeżyce,90
225290,True,2,5,Rataje,39
355000,False,3,0,Stare,61
355000,False,3,0,Podolany,61
430000,False,4,0,Podolany,75
270000,True,3,3,Stare,47
475000,False,4,0,Stare,72
475000,False,4,0,Podolany,72
325000,True,2,2,Centrum,51
455000,False,4,0,Stare,72
455000,False,4,0,Podolany,72
372000,False,4,1,Grunwald,87
270000,True,2,10,Śródka,48
207845,True,2,0,Nowe,79
285000,True,2,2,Grunwald,52
262500,True,4,0,Wilda,75
350000,True,2,1,Rataje,80
200000,True,2,0,Rataje,30
210000,True,2,3,Grunwald,35
368712,True,2,0,Centrum,90
360288,True,2,1,Centrum,60
390312,True,2,3,Centrum,60
481103,True,3,1,Centrum,51
455348,True,3,0,Centrum,61
417231,True,2,2,Centrum,50
411684,False,3,3,Winogrady,17
481903,False,3,2,Centrum,53
746787,False,3,7,Górczyn,53
319998,False,3,1,Starołęka,95
460040,False,3,5,Grunwald,20
349000,False,4,0,Szczepankowo,29
399000,False,5,0,Szczepankowo,68
234000,True,2,7,Wilda,50
210000,True,2,1,Wilda,65
279000,True,2,2,Lazarz,36
325000,True,2,0,Rataje,47
285000,True,2,3,Grunwald,58
360000,True,3,2,Rataje,69
355000,True,2,2,Rataje,90
362804,False,3,5,Jeżyce,39
252723,False,2,1,Winogrady,43
285200,False,2,1,Winogrady,46
249641,False,2,0,Ogrody,54
302887,False,2,4,Górczyn,25
242731,False,2,0,Podolany,74
991380,False,5,1,Starołęka,94
265000,True,2,2,Piątkowo,70
344000,True,2,0,Stare,49
313000,True,2,4,Stare,49
315000,True,3,0,Stare,60
315000,True,3,0,Rataje,63
690000,True,2,1,Stare,20
465000,True,2,2,Wilda,49
368110,True,3,2,Nowe,64
282994,True,2,0,Nowe,55
350000,True,2,3,Rataje,52
780000,True,3,0,Grunwald,87
263000,True,2,0,Rataje,38
219000,True,2,7,Winogrady,38
250000,True,3,3,Rataje,53
394000,True,4,0,Nowe,88
535000,True,2,2,Centrum,55
329000,True,3,13,Rataje,65
192750,True,2,2,Nowe,55
375408,True,3,0,Nowe,88
649400,True,3,4,Nowe,50
294906,True,2,3,Nowe,74
291720,True,2,5,Stare,20
290646,True,2,2,Stare,80
285678,False,2,1,Winogrady,42
156085,False,2,4,Nowe,54
496573,False,3,2,Stare,78
1156054,False,4,0,Stare,52
380931,False,3,3,Starołęka,82
285200,True,2,0,Stare,46
434201,True,4,1,Nowe,54
269984,True,3,0,Stare,76
333024,True,2,1,Stare,45
637037,True,4,3,Stare,79
319060,True,3,3,Grunwald,56
267700,True,2,2,Grunwald,45
365690,True,4,1,Winogrady,63
285678,True,2,4,Winogrady,48
295363,True,3,1,Stare,48
223750,True,2,0,Stare,37
277823,True,2,1,Jeżyce,50
333695,True,3,2,Jeżyce,68
288000,True,2,4,Naramowice,22
518000,True,4,0,Wilda,41
235000,True,2,4,Dębiec,44
364762,True,4,1,Winogrady,62
320000,True,4,3,Stare,40
449000,True,5,3,Wilda,97
249000,True,2,10,Grunwald,42
279000,True,2,3,Piątkowo,30
289000,True,3,4,Winogrady,48
318645,True,2,2,Stare,30
289000,True,2,7,Jeżyce,80
285000,True,2,2,Lazarz,20
399000,True,3,4,Piątkowo,69
350000,True,3,1,Rataje,63
240000,True,2,2,Dębiec,48
356160,False,4,4,Winogrady,36
290970,False,2,0,Winogrady,52
289000,True,3,4,Stare,47
399000,True,3,4,Piątkowo,69
315000,True,3,0,Piatkowo,50
329000,True,2,1,Grunwald,66
253000,True,2,4,Grunwald,70
179000,True,2,0,Grunwald,34
250000,True,2,0,Naramowice,50
410000,True,2,4,Jeżyce,43
360000,True,3,3,Jeżyce,62
590000,True,3,3,Jeżyce,80
325000,True,3,2,Jeżyce,64
247705,False,2,1,Podolany,74
247705,False,2,1,Piątkowo,74
392861,False,3,3,Winogrady,42
156085,False,2,4,Głuszyna,45
249441,False,2,5,Jeżyce,51
398000,True,3,3,Lazarz,96
255000,True,2,2,Wilda,72
329000,True,2,1,Naramowice,40
232409,True,2,0,Stare,38
296300,True,3,2,Stare,49
364762,True,4,4,Winogrady,63
239592,True,2,5,Grunwald,36
395000,True,3,0,Naramowice,73
333694,False,3,1,Piątkowo,38
344500,False,3,6,Jeżyce,53
377652,False,4,6,Jeżyce,22
332145,False,3,0,Winogrady,45
328241,False,3,3,Winogrady,81
328241,False,3,5,Winogrady,81
355041.6,False,3,6,Jeżyce,96
318384,False,3,6,Jeżyce,24
328241,False,3,1,Winogrady,81
323340,False,3,0,Winogrady,89
332145,False,3,1,Winogrady,45
392607,False,4,5,Jeżyce,94
345180,False,3,1,Jeżyce,30
315810,False,4,8,Winogrady,20
263581,False,2,2,Winogrady,21
323340,False,3,2,Winogrady,89
263581,False,2,6,Winogrady,21
238948,False,2,5,Winogrady,54
240875,False,2,7,Winogrady,54
246379,False,2,0,Winogrady,39
345240,False,4,1,Winogrady,54
345240,False,4,0,Winogrady,54
332145,False,3,3,Winogrady,45
348117,False,4,5,Winogrady,54
348117,False,4,6,Winogrady,54
339282,False,3,7,Winogrady,62
317200,False,3,8,Winogrady,52
329422.5,False,3,6,Winogrady,45
265741.5,False,2,7,Winogrady,21
238948,False,2,6,Winogrady,54
348117,False,4,7,Winogrady,54
339282,False,3,5,Winogrady,62
263581,False,2,4,Winogrady,21
348117,False,4,4,Winogrady,54
296277,False,3,0,Winogrady,57
304133.5,False,3,1,Winogrady,27
296277,False,3,2,Winogrady,57
263581,False,2,3,Winogrady,21
345240,False,4,2,Winogrady,54
263581,False,2,1,Winogrady,21
345240,False,4,3,Winogrady,54
339282,False,3,6,Winogrady,62
323340,False,3,3,Winogrady,89
310020,False,3,0,Winogrady,67
252723,False,2,1,Winogrady,43
366850,False,4,1,Winogrady,25
319875,False,2,8,Grunwald,18
249641,False,2,0,Jeżyce,54
356160,False,4,4,Winogrady,36
156085,False,2,4,Nowe,54
319875,False,2,7,Grunwald,18
329763.26,False,2,9,Grunwald,94
324400.97,False,2,7,Grunwald,94
388352,False,3,7,Grunwald,60
347633,False,3,10,Grunwald,20
409713,False,3,11,Grunwald,62
330368,False,2,12,Grunwald,62
356251.9,False,3,14,Grunwald,20
347839.75,False,2,12,Grunwald,58
350506.16,False,3,11,Grunwald,20
342405.13,False,2,11,Grunwald,58
429699,False,3,15,Grunwald,62
319875,False,2,9,Grunwald,18
341703.96,False,3,8,Grunwald,21
336969.98,False,2,10,Grunwald,58
413044,False,3,12,Grunwald,62
405104,False,3,1,Grunwald,34
341703.96,False,3,9,Grunwald,21
424977.14,False,4,5,Grunwald,20
327787,False,2,11,Grunwald,62
353378.74,False,3,12,Grunwald,20
332949,False,2,13,Grunwald,62
383760,False,3,6,Grunwald,60
335530,False,2,14,Grunwald,62
387040,False,3,5,Grunwald,60
302985.6,False,2,4,Grunwald,18
410780,False,3,3,Grunwald,44
417773.83,False,4,3,Grunwald,20
303286.5,False,2,3,Grunwald,13
364080,False,3,1,Grunwald,60
319055.27,False,3,3,Grunwald,21
292100,False,2,1,Grunwald,80
245830,False,2,2,Grunwald,67
352390,False,2,12,Grunwald,80
377200,False,3,3,Grunwald,60
313080,False,3,5,Winogrady,18
314089,False,2,5,Grunwald,49
308237,False,2,1,Nowe,85
339072,False,2,9,Grunwald,98
321812.5,False,2,8,Grunwald,49
322643.5,False,2,10,Grunwald,81
500203.02,False,4,10,Grunwald,73
343978.41,False,3,9,Grunwald,14
325184,False,2,11,Grunwald,81
351130,False,3,10,Grunwald,85
297420.8,False,2,3,Grunwald,24
267702.4,False,2,2,Grunwald,22
506566.5,False,4,11,Grunwald,73
297420.8,False,2,2,Grunwald,24
495722.51,False,4,9,Grunwald,99
426416.8,False,4,6,Grunwald,20
327081.85,False,2,8,Grunwald,94
307080,False,2,5,Grunwald,18
305793,False,2,4,Grunwald,13
312198,False,2,6,Grunwald,18
333231.99,False,3,7,Grunwald,21
514939.5,False,4,13,Grunwald,73
317880,False,2,2,Grunwald,98
267702.4,False,2,3,Grunwald,22
519126,False,4,14,Grunwald,73
510753,False,4,12,Grunwald,73
347010,False,2,10,Grunwald,80
324387,False,2,9,Grunwald,49
311514.5,False,2,4,Grunwald,49
298249.6,False,2,6,Grunwald,38
333774,False,2,6,Grunwald,98
495722.51,False,4,8,Grunwald,99
331125,False,2,5,Grunwald,98
336423,False,2,8,Grunwald,98
325312.98,False,3,3,Grunwald,14
298249.6,False,2,5,Grunwald,38
495782.26,False,4,7,Grunwald,99
341311.84,False,3,8,Grunwald,14
328476,False,2,4,Grunwald,98
316848,False,2,6,Grunwald,52
328241,False,3,2,Winogrady,81
332145,False,3,2,Winogrady,45
348750,True,2,4,Centrum,50
297600,True,2,3,Winogrady,50
300160,True,2,3,Winogrady,90
293760,True,2,3,Winogrady,90
315819,False,2,5,Grunwald,13
435784,False,3,5,Grunwald,44
407208,False,3,2,Grunwald,44
370640,False,3,2,Grunwald,60
329422.5,False,3,4,Winogrady,45
329422.5,False,3,7,Winogrady,45
328241,False,3,4,Winogrady,81
323340,False,3,1,Winogrady,89
329422.5,False,3,5,Winogrady,45
335000,True,3,1,Piątkowo,63
391728.59,True,3,2,Winogrady,21
285678,True,2,2,Winogrady,42
287566,True,2,1,Winogrady,74
421049.88,True,4,1,Grunwald,42
332388.13,True,2,4,Grunwald,96
330359.78,True,2,14,Grunwald,56
301206.53,True,2,7,Grunwald,81
307490,True,2,14,Grunwald,94
307880.88,True,3,3,Grunwald,16
319047.97,True,3,3,Grunwald,21
495782.25,True,4,7,Grunwald,99
413044.03,True,3,12,Grunwald,62
380480,True,3,4,Grunwald,60
426416.78,True,4,6,Grunwald,20
324387,True,2,9,Grunwald,49
333212.88,True,2,7,Grunwald,21
579000,True,4,3,Naramowice,97
215000,True,2,2,Grunwald,44
267702.41,True,2,3,Grunwald,22
245830,True,2,2,Grunwald,67
410000,True,2,5,Rataje,53
365000,True,4,2,Lazarz,62
257000,True,2,12,Winogrady,47
240000,True,2,16,Rataje,36
319055,True,3,3,Grunwald,56
267702,True,2,2,Grunwald,45
245830,True,2,2,Grunwald,40
253193,True,2,6,Jeżyce,38
318384,True,3,6,Jeżyce,48
245875,True,2,1,Jeżyce,38
347090,True,3,1,Winogrady,57
238948,True,2,4,Stare,39
355000,True,3,3,Lazarz,62
